user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AH1_2nd_6:bin_000002	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900091655.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter massiliensis	93.95	0.858	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.33	11	0.99686	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AH1_2nd_6:bin_000003	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.54	11	0.92176	N/A
AH1_2nd_6:bin_000004	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.41	11	0.91557	N/A
AH1_2nd_6:bin_000006	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYNV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYNV01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.19	11	0.92602	N/A
AH1_2nd_6:bin_000017	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__JAFTYO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__JAFTYO01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.66	11	0.90848	N/A
AH1_2nd_6:bin_000024	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema;s__	N/A	N/A	N/A	N/A	N/A	GCF_900112165.1	95.0	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema;s__Brevinema andersonii	88.14	0.803	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__Brevinemataceae;g__Brevinema;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.4	11	0.97476	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AH1_2nd_6:bin_000030	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__UBA3830;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__UBA3830;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.73	11	0.86912	N/A
AH1_2nd_6:bin_000031	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAHHSE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAHHSE01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.49	11	0.93638	N/A
AH1_2nd_6:bin_000035	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Faecisoma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Faecisoma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.5	11	0.88691	N/A
AH1_2nd_6:bin_000037	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.37	11	0.94798	N/A
AH1_2nd_6:bin_000043	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	77.58	11	0.82642	N/A
AH1_2nd_6:bin_000046	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.13	11	0.93872	N/A
AH1_2nd_6:bin_000058	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.55	11	0.98364	N/A
AH1_2nd_6:bin_000060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900540545.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas sp900540545	85.26	0.176	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.69	11	0.96159	N/A
AH1_2nd_6:bin_000062	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__HGM05232;s__	N/A	N/A	N/A	N/A	N/A	GCA_900759955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__HGM05232;s__HGM05232 sp900759955	86.22	0.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__HGM05232;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	62.64	11	0.98793	N/A
AH1_2nd_6:bin_000070	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	N/A	N/A	N/A	N/A	N/A	GCF_006475605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__Asticcacaulis tiandongensis	93.84	0.458	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	53.03	11	0.99302	Genome has more than 11.7% of markers with multiple hits
AH1_2nd_7:bin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus cibarius	GCF_011045835.1	96.33	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus cibarius	99.57	0.923	GCF_011045835.1	96.33	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus cibarius	99.57	0.923	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003144325.1, s__Proteus terrae, 95.77, 96.31, 0.898; GCF_016647575.1, s__Proteus mirabilis_B, 95.12, 95.02, 0.868; GCF_011046025.1, s__Proteus sp011046025, 95.0, 95.01, 0.875; GCF_009914335.1, s__Proteus sp003144505, 95.0, 92.93, 0.831; GCF_002607735.1, s__Proteus alimentorum, 95.0, 92.91, 0.806; GCF_002777965.1, s__Proteus columbae, 95.0, 92.86, 0.837; GCF_008808075.1, s__Proteus sp023454395, 95.0, 92.66, 0.826; GCF_003144395.1, s__Proteus faecis, 95.0, 91.98, 0.822; GCF_003144405.1, s__Proteus cibi, 95.0, 91.9, 0.825; GCF_003144535.1, s__Proteus penneri, 95.0, 91.55, 0.812; GCF_001722135.1, s__Proteus sp001722135, 95.0, 91.46, 0.815; GCF_023100685.1, s__Proteus sp003144375, 95.0, 91.4, 0.822; GCA_901472505.1, s__Proteus vulgaris, 95.0, 90.64, 0.788; GCF_016239305.1, s__Proteus vulgaris_C, 95.0, 90.59, 0.799; GCF_011045815.1, s__Proteus vulgaris_B, 95.0, 90.58, 0.794; GCF_014897315.1, s__Proteus sp014897315, 95.0, 89.75, 0.791; GCF_001654965.1, s__Proteus hauseri, 95.0, 85.45, 0.53; GCF_000160755.1, s__Proteus mirabilis, 95.0, 84.06, 0.414; GCF_001654855.1, s__Proteus myxofaciens, 95.0, 83.46, 0.341	95.95	11	N/A	N/A
AH1_2nd_7:bin_000004	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.46	11	0.9672	N/A
AH1_2nd_7:bin_000005	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	98.89	0.884	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	98.89	0.884	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551745.1, s__Phascolarctobacterium sp900551745, 95.0, 94.41, 0.804; GCF_900545535.1, s__Phascolarctobacterium sp900545535, 95.0, 85.85, 0.525; GCF_900544795.1, s__Phascolarctobacterium sp900544795, 95.0, 81.99, 0.337	95.47	11	N/A	N/A
AH1_2nd_7:bin_000006	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JALFVM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JALFVM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.1	11	0.94892	N/A
AH1_2nd_7:bin_000010	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAJLXD01;s__	N/A	N/A	N/A	N/A	N/A	GCA_900551585.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAJLXD01;s__CAJLXD01 sp900551585	82.25	0.156	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAJLXD01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.59	11	0.97483	N/A
AH1_2nd_7:bin_000011	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.39	11	0.93162	N/A
AH1_2nd_7:bin_000015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.82	11	0.9235	N/A
AH1_2nd_7:bin_000017	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	N/A	N/A	N/A	N/A	N/A	GCF_000055945.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila intracellularis	84.51	0.533	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.92	11	0.97767	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AH1_2nd_7:bin_000023	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.9	11	0.59973	N/A
AH1_2nd_7:bin_000027	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.75	11	0.94179	N/A
AH1_2nd_7:bin_000028	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__NHYM01;s__	N/A	N/A	N/A	N/A	N/A	GCF_003288815.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__NHYM01;s__NHYM01 sp003288815	80.06	0.244	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__NHYM01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.69	11	0.94673	N/A
AH1_2nd_7:bin_000036	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.83	11	0.96024	N/A
AH1_2nd_7:bin_000038	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNTE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAUNTE01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.75	11	0.96508	N/A
AH1_2nd_7:bin_000041	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.95	11	0.84137	Genome has more than 10.0% of markers with multiple hits
AH1_2nd_7:bin_000055	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Ureaplasma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.4	4	0.83117	N/A
AH1_2nd_7:bin_000060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900142645.1, s__Eubacterium callanderi, 95.0, 86.06, 0.15; GCF_000807675.2, s__Eubacterium limosum, 95.0, 85.92, 0.165; GCF_015547515.1, s__Eubacterium sp015547515, 95.0, 85.73, 0.154	67.55	11	0.94977	N/A
AH1_2nd_7:bin_000065	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014287545.1, s__Parabacteroides segnis, 95.0, 81.28, 0.185; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 81.16, 0.183; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 80.56, 0.167	69.57	11	0.97728	N/A
AH1_2nd_7:bin_000070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	N/A	N/A	N/A	N/A	N/A	GCF_014287675.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor faecis	88.81	0.345	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	62.3	11	0.98678	N/A
AH1_2nd_7:bin_000083	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	48.78	11	0.92914	N/A
AH1_2nd_8:bin_000006	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.37	11	0.95445	N/A
AH1_2nd_8:bin_000007	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.56	11	0.95455	N/A
AH1_2nd_8:bin_000020	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RUG11792;f__RUG11792;g__JAISOC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RUG11792;f__RUG11792;g__JAISOC01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.38	11	0.85953	N/A
AH1_2nd_8:bin_000022	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.75	11	0.83688	N/A
AH1_2nd_8:bin_000027	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eubacterium_P;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eubacterium_P;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.65	11	0.9382	N/A
AH1_2nd_8:bin_000042	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter butzleri	GCF_900187115.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter butzleri	97.49	0.904	GCF_900187115.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter butzleri	97.49	0.904	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003063295.1, s__Aliarcobacter lacus, 95.0, 94.53, 0.768; GCF_003544915.1, s__Aliarcobacter ellisii, 95.0, 87.45, 0.289; GCF_013201725.1, s__Aliarcobacter defluvii, 95.0, 87.32, 0.278; GCF_013177635.1, s__Aliarcobacter aquimarinus, 95.0, 87.1, 0.243; GCF_003316695.1, s__Aliarcobacter vitoriensis, 95.0, 86.81, 0.24; GCF_013201935.1, s__Aliarcobacter cloacae, 95.0, 86.51, 0.243; GCF_003544815.1, s__Aliarcobacter suis, 95.0, 86.23, 0.213; GCA_028688995.1, s__Aliarcobacter sp028688995, 95.0, 86.19, 0.174; GCF_014352935.1, s__Aliarcobacter cryaerophilus_A, 95.09, 86.16, 0.174; GCF_013201665.1, s__Aliarcobacter venerupis, 95.0, 86.12, 0.192; GCF_013201625.1, s__Aliarcobacter lanthieri, 95.0, 86.11, 0.21; GCA_028703945.1, s__Aliarcobacter sp028703945, 95.0, 85.99, 0.176; GCF_003063245.1, s__Aliarcobacter caeni, 95.0, 85.91, 0.193; GCA_028690445.1, s__Aliarcobacter sp028690445, 95.0, 85.88, 0.187; GCF_013201705.1, s__Aliarcobacter faecis, 95.0, 85.73, 0.176; GCA_028689025.1, s__Aliarcobacter sp028689025, 95.0, 85.62, 0.166; GCA_017995775.1, s__Aliarcobacter sp017995775, 95.0, 85.23, 0.155; GCA_018816105.1, s__Aliarcobacter sp018816105, 95.0, 85.16, 0.152	68.14	11	N/A	N/A
AH1_2nd_8:bin_000051	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCF_900547205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900547205	81.67	0.213	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_012113595.1, s__Bacteroides faecium, 95.0, 80.83, 0.161; GCF_001314995.1, s__Bacteroides ovatus, 95.19, 80.75, 0.16; GCA_902362375.1, s__Bacteroides sp902362375, 95.0, 80.74, 0.156; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 80.66, 0.16; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 80.58, 0.16; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 80.51, 0.151; GCF_958387885.1, s__Bacteroides sp019412865, 95.0, 80.46, 0.152; GCF_002222615.2, s__Bacteroides caccae, 95.0, 80.45, 0.165	67.17	11	0.98096	N/A
AH1_2nd_8:bin_000056	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.03	11	0.97338	N/A
AH1_2nd_9:bin_000002	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_902388365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp902388365	81.09	0.199	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 80.75, 0.171; GCF_013009555.1, s__Phocaeicola dorei, 95.0, 80.5, 0.164; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 80.4, 0.173; GCF_000012825.1, s__Phocaeicola vulgatus, 95.08, 80.37, 0.162	95.29	11	0.96787	N/A
